"TARGET_deathRate","incidenceRate","medIncome","povertyPercent","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate","State"
169.9,495.9,61653,11.9,38.5,37.1,39.9,"Thurston County, Washington",2.52,14.8,31.7,46.2,7.4,22.7,20.3,56.5,8.5,74.5,55.4,43.5,30.7,13.7,82.58622199,2.839873174,5.83580425,1.226386727,50.87449211,5.180155167,"Washington"
153.8,463.2,51022,13.9,52.1,51.5,53.1,"Wahkiakum County, Washington",2.31,37.2,20.8,37.8,4.2,33.1,10.1,35.7,10.6,64.7,38.6,35.2,49.7,20.4,92.96158612,0.123915737,1.140024783,0,53.37995338,0.535475234,"Washington"
162.8,442.5,49819,15.7,36.9,35.5,39.1,"Walla Walla County, Washington",2.5,13.7,29.2,NA,5.6,22.6,16.4,54.5,6.4,65.7,47.6,40,38,18.8,86.23882396,1.649198004,1.617386063,5.63573653,49.3270649,4.138710893,"Washington"
163.3,490.9,53733,15.7,36.5,35.6,37.5,"Whatcom County, Washington",2.53,9.4,22.1,NA,7.7,23,21.3,57.8,8.2,68.7,54.6,44.8,31.9,17.4,85.4703042,0.880733945,3.925156929,2.425881217,48.06875024,4.4729858,"Washington"
140.8,390.5,41837,28.4,24.2,24.4,23.9,"Whitman County, Washington",2.31,1.2,16.4,NA,10.3,17.4,25.7,53.4,8.8,78.3,66.2,53.8,22.9,11.9,83.58260051,2.154609838,7.614951751,1.61542247,40.55405483,3.304159034,"Washington"
169.4,411,44342,20.5,32.5,31.6,33.6,"Yakima County, Washington",3.05,28.7,39.3,NA,3,27.8,9.8,56,9,54.6,42.3,30.8,35.7,22.4,78.02051672,0.842737502,1.089697989,12.95026838,50.66898414,6.560611666,"Washington"
189.7,445.2,35615,21.5,41.5,40.9,42.1,"Barbour County, West Virginia",2.68,9.8,36.1,45.8,8.3,47.1,7.9,46.5,9,55.6,40.1,36.5,44.8,26.4,96.84418146,0.836770068,0.37654653,0.029884645,55.28885946,2.292860865,"West Virginia"
236.7,501.8,37625,22.1,41.9,41.2,43.2,"Boone County, West Virginia",2.5,21.3,42.9,NA,5.2,49.4,5.4,39.5,9.2,60.2,42.8,41.3,46.3,25.4,98.3125,0.675,0.091666667,0.129166667,53.06378967,4.220287661,"West Virginia"
196.3,396.6,33817,22.2,44.5,43.7,45.3,"Braxton County, West Virginia",2.51,32.6,46.2,NA,3.4,49.1,8.5,44.3,14.4,56.1,41.9,38.9,43.4,25.4,97.91234619,0.497718789,0,0,53.27269485,5.469020422,"West Virginia"
186.2,481.6,43572,15.1,45.9,44.1,48,"Brooke County, West Virginia",2.26,11.1,30.6,NA,3.8,43.7,11,51.9,6.4,68.3,49.5,46.4,39.7,19.4,96.81808578,1.745193323,0.515529263,0.063384745,47.58723829,4.970530452,"West Virginia"
194,483.4,34887,21.9,38.5,36.9,39.9,"Cabell County, West Virginia",2.32,9.7,28.2,NA,11.5,31.9,14.8,50.3,6.8,63.3,48.2,44.4,39,21.7,91.06936297,4.818020326,1.189787656,0.228249194,40.76501639,4.521925134,"West Virginia"
226.5,459.9,32162,21.8,47,47.6,46.5,"Calhoun County, West Virginia",2.44,11.6,31.4,NA,0,48.9,7.6,39.9,18.1,52.4,36.5,35.1,46,25.2,98.25327511,0.09262935,0.052931057,0.026465529,53.33333333,4.780114723,"West Virginia"
212.9,591,32961,25.1,43.3,43.4,43.3,"Clay County, West Virginia",2.62,19.5,51.1,NA,0,49.1,5.8,39.6,12.3,48.7,33.7,32.6,52,32.5,98.04178974,0,0,0.043758889,58.09248555,8.753056235,"West Virginia"
185.6,234,41838,17.4,43.7,41.8,45.5,"Doddridge County, West Virginia",2.85,26.2,61.7,10.1,1.9,44.3,8.8,41,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0,53.92670157,6.016466118,"West Virginia"
217,457,36739,21.4,43.2,42,45.1,"Fayette County, West Virginia",2.47,17.3,49.3,NA,4.4,44.4,8.4,42.6,9.2,53.4,36.1,34,47.8,27.8,93.37637809,5.160978609,0.103219572,0.230596917,49.88397759,6.526136485,"West Virginia"
128,356.3,41039,17,45.6,45.5,45.7,"Grant County, West Virginia",0.028,16.3,41.5,33.8,8.4,50.2,7,51.3,6.7,65.1,48,44.5,42.4,21.2,97.37621667,1.379602201,0,0.110029623,55.4011976,3.528435035,"West Virginia"
195.1,494.9,36996,21.1,45.3,44.6,46.7,"Greenbrier County, West Virginia",2.28,22.4,36.6,27.8,13.3,44,11.2,48.2,7.2,61.9,43.3,39.1,43,22.1,94.14288118,2.299108395,0.38692312,0.42617619,47.48027903,4.354354354,"West Virginia"
212.1,475.1,35980,21.2,44.6,44,45.1,"Hampshire County, West Virginia",2.25,21.5,47.4,NA,5.3,50,6.9,46,8.1,50.5,38.2,35.6,44.7,31.1,97.15827033,1.422988701,0.03398182,0.097697732,33.68648224,2.28320067,"West Virginia"
184.1,495,48178,12.9,45.6,44.1,47.9,"Hancock County, West Virginia",2.32,20,23.8,NA,14.8,42.8,12.6,53.2,7.2,69.5,50.3,46.7,37.6,17.1,95.71537366,2.238336479,0.248336148,0,48.44113541,5.693029274,"West Virginia"
206.7,506.6,42121,13.9,42,40.5,43.5,"Harrison County, West Virginia",2.48,17.7,38.6,34.2,9.5,39.5,13.5,53,7.4,64,47.3,44,39.5,21.3,95.67378765,1.820342619,0.526102206,0.155076959,49.69820377,5.060383303,"West Virginia"
194.2,475.8,41121,16.7,42.6,41.2,44.1,"Jackson County, West Virginia",2.62,13.7,41.2,35.9,9.2,41.1,11.7,46.8,6.8,66.9,48.8,45.6,40.6,21.3,97.40224228,0.66311184,0.201668034,0.061525841,55.45062062,4.735242361,"West Virginia"
178.2,423.7,66950,10.2,39.7,39.9,39.3,"Jefferson County, West Virginia",2.65,14.1,24.5,55.3,6.2,32.1,18.2,60.3,8.4,73.3,58.6,53.8,29.2,14.6,88.24211251,6.96562466,1.622776832,0.56688521,54.09965078,4.995519713,"West Virginia"
205.4,508.7,43936,16.8,42.8,40.9,44.3,"Kanawha County, West Virginia",2.28,20.4,33,NA,7.6,37.3,14.7,54.1,7,66,48.6,45.4,39.4,20.4,88.72214738,4.475812581,1.100738543,0.189222197,43.74346505,4.091266719,"West Virginia"
218.4,553,40568,20,43.3,42.2,44.7,"Lewis County, West Virginia",2.48,15.6,41.8,NA,9.8,49.7,9.3,47.1,7.2,56.4,39.4,35.5,46.8,26.9,97.8094195,0.535475234,0.261652671,0,49.87741342,4.374100719,"West Virginia"
226.9,513.2,34295,24.4,41.9,41.4,42.8,"Lincoln County, West Virginia",2.69,16.9,50.7,27.2,5.2,43.4,5.7,42.2,10.1,51.7,34.3,31.7,52.6,31.6,98.32560297,0.477736549,0.269016698,0,52.9271954,2.635983264,"West Virginia"
240.1,523.9,36437,20.2,42.6,41.5,44.1,"Logan County, West Virginia",2.5,15,45.9,NA,2.2,41.6,5.5,40.5,10.9,56.1,40.5,39.9,45.5,25.8,96.44574944,2.192393736,0.363534676,0.164988814,52.33924375,4.195713917,"West Virginia"
234.8,457.1,24707,34.9,44.1,41.5,46.5,"McDowell County, West Virginia",2.39,32.3,51.6,NA,3.1,43.9,3.2,27,13.3,39.7,24.3,23.4,58.5,37.7,89.35679262,9.157773291,0,0.572060379,44.26650367,3.860072376,"West Virginia"
184.6,456.3,43356,15.2,44.3,42.9,46.5,"Marshall County, West Virginia",2.36,8.5,45.9,NA,9.2,45.1,11.4,50.9,7,70.3,50.4,47.8,37.5,17,97.66625616,0.858990148,0.406403941,0.172413793,55.3172673,3.174132305,"West Virginia"
209.5,463.4,35799,20.6,43,42.3,44.1,"Mason County, West Virginia",2.44,23.1,42.5,NA,3.3,47.5,7.8,41.2,10.3,59.6,41.6,39,47.6,26.6,97.86584244,0.724877654,0.058873312,0.099348714,50.71046319,3.66910141,"West Virginia"
198.4,456.6,40012,16.1,43.2,42.1,44.4,"Mineral County, West Virginia",2.4,9.5,48.4,37.3,4.8,50.2,8.5,47,8.8,58.6,45.1,41.6,39.4,23.3,94.81534859,3.145379211,0.299045217,0.169338858,42.97381269,7.391231312,"West Virginia"
240.8,507,29839,28.1,41.7,40.4,42.7,"Mingo County, West Virginia",2.38,17.2,47.3,NA,0.6,41,5.4,38.1,14.1,51.6,35.6,34.1,50.9,31.3,96.08962246,1.415294435,0.408777139,0.327792989,52.14865363,2.796024928,"West Virginia"
155.9,444.5,43835,22.5,30,28.5,31.3,"Monongalia County, West Virginia",2.56,3.5,23.8,58.2,14.5,29.9,20.6,55.4,5.8,76.5,63.8,57.1,23.3,12.4,90.57717276,3.597002007,3.150450486,0.353110123,40.42122317,4.001671717,"West Virginia"
190.7,434.6,36351,19.3,46.6,45.4,48.3,"Monroe County, West Virginia",2.3,10.6,42,47,0.3,49.4,8.7,48,7.3,60.5,40.4,36.6,45.2,23.7,97.65619224,0.695009242,0,0,53.16042597,6.07651913,"West Virginia"
139.8,381.8,38204,16.7,49.1,47.4,50.3,"Pendleton County, West Virginia",2.35,25.9,41.3,NA,3.6,46,7.3,45.4,4.9,59.8,41,31,45.3,24.1,95.9605512,2.728992164,0.040529587,0.108078898,54.86268174,7.611940299,"West Virginia"
213.3,458.9,44801,16.5,43.6,42,45.6,"Pleasants County, West Virginia",2.43,9,47.1,NA,4.3,50.1,7.3,45.6,8.2,71.6,53.8,51.8,36.8,17.7,97.14510215,0.275013096,0,0,56.79225717,2.966381015,"West Virginia"
176.8,384.8,34341,17.6,48.4,47.9,49,"Pocahontas County, West Virginia",2.24,10,54.9,27.1,8,47.4,10,50.7,5.7,60,40,37.8,44.9,23,96.75750259,1.483270093,0,0,53.27803051,4.256631709,"West Virginia"
169.8,435.3,41420,17.6,42.3,40.4,43.5,"Preston County, West Virginia",2.52,18,44.6,31.4,5.9,46.4,9,49.5,7,63.5,46.8,43.8,39.3,21.1,94.16427578,3.972315064,0.156762992,0.328314946,56.80724824,4.038301415,"West Virginia"
171.5,497.2,59472,10,41,40.4,41.6,"Putnam County, West Virginia",2.6,7.7,43.6,43,5.8,37.8,14.8,57.7,3.7,73.6,59.4,55.3,31.2,15.8,96.62520319,1.500106015,0.33924659,0.169623295,58.72299258,6.034482759,"West Virginia"
198.2,469.6,40270,17.7,41.6,40,43.4,"Raleigh County, West Virginia",2.4,11.9,41.1,NA,8.3,39.5,12,45.5,6.6,60.6,36.8,33.6,44.6,24,88.30214159,8.28099321,1.188641025,0.52488757,49.67065294,3.77850558,"West Virginia"
168.6,405.2,37468,20.8,43.2,41.7,45.1,"Randolph County, West Virginia",2.35,24.3,35.7,NA,7.6,46.3,10.6,48.7,6.7,59.6,43.1,40.5,43.3,23.4,96.90447812,1.924059254,0.17708156,0.08854078,51.97613076,4.231027535,"West Virginia"
214.7,502,46383,17.7,45.2,45.1,45.3,"Ritchie County, West Virginia",2.56,23.1,38,NA,0.3,47.9,6.3,44.8,10.6,57.4,38.9,37,46.9,24.3,98.234714,0.473372781,0,0.029585799,49.74632166,6.267539757,"West Virginia"
204,449.2,33041,23.1,44.2,43.2,45,"Roane County, West Virginia",2.48,26,45.8,NA,10,46.5,8.2,41.3,8.9,51.6,36,32.9,51.8,32.6,97.9365947,0.020497404,0.12981689,0.204974037,52.19686649,2.353331124,"West Virginia"
170.4,377.1,32456,25.8,46.3,46.9,46,"Summers County, West Virginia",2.22,20,46.2,NA,8.4,40.5,7.6,42.2,10,60.2,38.7,35.2,49.6,24.7,93.04489073,5.06497342,0.147666864,0.191966923,50.44770774,3.812668868,"West Virginia"
172.2,400.9,40305,16.8,43,41.6,44.5,"Taylor County, West Virginia",2.45,9.2,44.6,NA,5,43.6,11.7,48.9,9.5,63.7,45.9,43.9,42.6,20.6,97.26100018,0.948341874,0.960122519,0.035341933,52.0647653,6.801152738,"West Virginia"
199.1,468.3,41019,15.8,46.2,45.6,46.9,"Tyler County, West Virginia",2.48,19,44.1,NA,6.3,49.2,7.2,44.1,10.9,62.3,41.7,38.9,43,19.8,98.73796081,0.166057788,0,0.022141038,52.40597345,1.988950276,"West Virginia"
189.5,453.7,38387,19.7,41.8,41.2,42.5,"Upshur County, West Virginia",2.57,9.1,39.1,NA,6.1,48.4,9.3,48.2,8,59.7,45,41.3,40.2,23.3,97.41449511,1.099348534,0.236156352,0.052931596,53.55768173,5.300938708,"West Virginia"
183.8,433.2,37242,20,42.5,41.3,43.5,"Wayne County, West Virginia",2.47,13.4,43.3,NA,3.2,40.9,7.5,43.3,9.9,54.6,39.7,37,45.6,27.1,97.9300706,0.361454493,0.132533314,0.214462999,47.52860823,4.112005292,"West Virginia"
259.5,511.9,29331,26.1,46.3,45.5,46.6,"Webster County, West Virginia",2.28,10.4,54.6,32.3,2.8,43,5.3,40.2,14.8,45.1,31.2,28.2,53.3,35.4,97.98364512,0.123221687,0.369665061,0,48.72652431,4.203539823,"West Virginia"
202.6,514.6,40013,18.5,46,44.6,47.2,"Wetzel County, West Virginia",2.46,19.8,52.5,NA,3.2,48.7,6,41.7,8.1,63.5,42.7,39.7,44.6,21.3,98.44030451,0.117596088,0.470384354,0,51.70881226,6.161137441,"West Virginia"
185.8,455.3,38600,20.3,45,45.4,44,"Wirt County, West Virginia",2.4,21.1,31.6,NA,2.3,47.6,7.8,47.9,8.4,61.6,46.7,44,41.4,23.5,97.41482623,0.838897449,0,0.119842493,51.76954733,5.968928863,"West Virginia"
235.4,447.8,34419,22.8,42.8,41.5,44.2,"Wyoming County, West Virginia",2.48,23.3,33.7,NA,3.6,46,4.5,34.6,10.1,54.6,38.3,36.7,49.9,28.7,97.72588122,0.782821657,0,0.126825855,54.03848244,6.018614271,"West Virginia"
206,467.9,42063,17.8,51.4,49.7,53.3,"Adams County, Wisconsin",2.47,21.5,44.6,NA,3.3,43.7,8.5,42.2,10.1,63.9,38.9,34.1,50.8,22.6,93.18859713,3.051195541,0.391178915,0.718791257,54.12278449,3.861129137,"Wisconsin"
217.5,451.5,41294,14.9,42.2,40.8,42.8,"Ashland County, Wisconsin",2.29,8.9,31.3,NA,6,35,14.6,58.2,7.9,62.7,46.2,39.4,42.5,23.9,84.96217095,0.525229788,0.518977052,0.175076596,42.79547484,6.460336538,"Wisconsin"
168.4,412.1,46375,13.7,43.9,42,45.6,"Barron County, Wisconsin",2.35,15.6,44.4,NA,3.3,39.8,10.6,60,6,68.4,50.9,43.2,39.2,19,95.66169067,1.267346671,0.474981395,0.709188811,52.64644351,5.884312202,"Wisconsin"
158.6,479.1,54141,12,36.8,35.7,37.9,"Brown County, Wisconsin",2.46,16.8,28.7,NA,9,31.3,20,65.4,6.1,72.5,60,54.6,30,17.2,86.45045286,2.359873899,3.026496072,2.879666453,49.80425278,5.921762149,"Wisconsin"
166.4,385.7,50998,10.5,45,45.1,44.9,"Buffalo County, Wisconsin",2.29,14.5,39,NA,5.5,42.5,12.4,64.7,3.7,73.4,56.7,49.3,34.5,16,97.49230423,0.473008484,0.090096854,0.848412043,54.08074857,7.17472119,"Wisconsin"
157.9,474.1,68430,5.9,39,38.4,39.8,"Calumet County, Wisconsin",2.66,14.6,27.9,NA,11.9,33.8,20.6,69.4,3.1,84.1,72.2,66.3,22.4,10.6,94.67772455,0.779016869,2.411530255,0.696485366,62.98229565,4.330985915,"Wisconsin"
160.1,482.4,52485,10.7,40.6,39.1,42,"Chippewa County, Wisconsin",2.44,14.2,36.1,42.6,7,38.5,13.5,61.8,5.1,73.4,56.9,50.8,33.9,15.7,95.12569413,1.358983689,1.202360423,0.229397712,55.24062236,5.497771174,"Wisconsin"
157.6,455.2,45316,16,37.1,36.4,38.4,"Clark County, Wisconsin",2.65,37.3,35.4,NA,2.7,43.3,8.4,61.2,4.8,56.6,41.9,34.1,34,17.6,97.12034301,0.402688452,0.446144041,0.625760473,57.41970774,9.86429301,"Wisconsin"
176.6,476.1,59020,8.8,42,41.3,42.7,"Columbia County, Wisconsin",2.44,18.5,39.2,NA,8.1,34.9,15.8,65,5.8,78.2,61.6,55.8,29.4,12.9,95.67367993,1.513947038,0.531736358,0.374511986,54.30466505,4.654466449,"Wisconsin"
176.4,466.4,43562,14.7,45.9,44.2,47.1,"Crawford County, Wisconsin",2.38,8.9,48.5,NA,4.9,42.7,10.1,55.6,6.5,67.4,49,43.9,41,20.3,96.23248195,1.789722745,0.370078262,0.145604562,51.27585686,5.300353357,"Wisconsin"
178.9,437.3,54359,9.9,42,40.4,43.7,"Dodge County, Wisconsin",2.51,15,45.6,NA,6.2,40.2,11.5,60.1,6,77.7,57.6,51.7,30.3,13.9,93.82361909,2.096061978,0.603069556,0.927191209,53.53820299,4.49736915,"Wisconsin"
192.8,354.7,46475,13.9,40.6,39.8,41.3,"Douglas County, Wisconsin",2.28,10.9,26.9,54.7,7.5,33.2,15.4,59.9,7,66.5,51.4,47.1,37.9,20.6,92.94732756,1.102764903,1.137012261,0.264846229,44.24412034,6.150455775,"Wisconsin"
155.6,396.1,52224,13.9,34.1,33.4,35,"Dunn County, Wisconsin",2.48,4.5,25.4,NA,5.5,34.6,16.2,62,6.1,72.4,57.5,50.2,32.3,16.8,94.42242804,0.597839625,2.096967776,0.23551258,51.38981814,5.116736739,"Wisconsin"
163.4,440.9,48102,14.4,33.8,33,34.7,"Eau Claire County, Wisconsin",2.43,6.9,26.6,NA,8.3,26.9,19.9,65.3,5.8,74.8,60.1,54.2,29.4,14.6,92.75184882,0.737551959,3.447833256,0.233015077,46.89544532,4.346348463,"Wisconsin"
171.9,308.2,44562,12.8,51.1,50.8,51.3,"Florence County, Wisconsin",2.32,23.9,15.7,NA,0,39.2,12,51.1,7.2,68.9,48.1,38.9,41.8,17.6,98.45844504,0.201072386,0.067024129,0,57.93067227,3.462050599,"Wisconsin"
159.4,477,52149,9.9,41,40.1,41.8,"Fond du Lac County, Wisconsin",2.4,10.6,33.8,NA,6.2,38.5,14.8,64.6,5.3,77.1,60.3,54.8,30.6,14.4,93.58516484,1.164638933,1.315737834,1.864207221,53.51968638,4.541733098,"Wisconsin"
166.4,490.6,41418,17,45.3,44.4,46.4,"Forest County, Wisconsin",2.33,18.9,42.2,NA,4.4,40.7,8.8,47.6,10.1,59.8,40.1,35.1,43.9,20.4,82.26229508,0.491803279,0.153005464,0,51.39107612,7.250418293,"Wisconsin"
166.9,428.2,46972,15,36.1,33.2,39.7,"Grant County, Wisconsin",2.44,8.4,23.8,63,4.7,38.7,13.1,62.2,4.6,74.8,58.4,50.5,30.4,13.9,96.73716716,1.303190973,0.736079551,0.273844899,51.66349565,5.174434328,"Wisconsin"
152.3,447.2,61802,8.2,458.4,36.3,40.7,"Seward County, Nebraska",2.46,4.3,22.7,NA,6.2,29.5,18,63.4,3.5,83.4,67.6,55,24.3,9,96.47605601,0.352982704,0.482409695,1.194258148,60.49149338,9.675645959,"Nebraska"
187.4,400.6,43883,12.1,49.5,47.7,50.5,"Sherman County, Nebraska",2.21,11.9,14.8,59.1,14.2,42.3,10,62.2,3.1,75.6,55.9,44.3,35.3,14.8,97.90794979,1.223044738,0.193112327,0.418410042,53.95787945,7.992565056,"Nebraska"
138.2,221.5,55955,9.2,38.8,36.8,41.4,"Stanton County, Nebraska",2.61,12.4,29.1,NA,5.3,35,14.2,68.3,2.6,76.1,60.8,48.8,28,12.4,97.18796251,0.559118566,0.263114619,0.345337938,61.73052088,5.678233438,"Nebraska"
159.2,431.4,69191,7.4,41.2,40.1,42.4,"Washington County, Nebraska",2.48,13,24.9,NA,11.2,31.1,22.6,68,1.4,82.4,68.2,58.2,22.9,8.3,97.27995261,0.676309424,0.098731303,0.306067039,62.95743092,5.725611099,"Nebraska"
142.1,392,53290,13.6,30.1,27.2,32.2,"Wayne County, Nebraska",2.33,3.6,17.7,NA,2.4,20.5,25.8,66.8,3,82.7,66.6,57.2,22.2,9.1,95.25729443,3.342175066,0.021220159,0.732095491,58.74285714,5.981533521,"Nebraska"
162.7,495.5,40979,12.7,47.5,45.5,49,"Webster County, Nebraska",2.31,28,31.1,NA,3.5,36.1,12.9,56.7,4.7,69.1,50.4,38.5,38.3,17.7,95.53692183,0.054097917,1.379496889,0.513930214,54.25257732,3.524229075,"Nebraska"
164.7,389.2,51335,10.6,41.3,38.2,43.6,"York County, Nebraska",2.31,13.6,25.8,55.3,5.3,32.6,19,65.5,2,77.4,58.2,44.1,28.9,11.6,95.60940326,0.933092224,0.224231465,0.701627486,55.1213419,6.993486459,"Nebraska"
167.7,453.5494221,51241,15.6,36.4,35.9,37,"Clark County, Nevada",2.78,20.2,35.5,NA,4.9,28.8,15.1,57.7,10.8,62.9,51.7,45.4,27.3,16,63.75048389,10.83685568,9.169756707,10.14589511,43.81306543,5.125073246,"Nevada"
145.2,453.5494221,60322,10.3,49.4,48.7,50,"Douglas County, Nevada",2.37,17.3,38.6,NA,5,24.7,16.4,51.5,8.5,70.7,48.9,39.6,35.8,12.9,89.15127277,0.554391756,1.305571426,3.49986246,56.13529501,5.193753615,"Nevada"
143.2,453.5494221,72648,10.8,33.5,32.9,34.1,"Elko County, Nevada",2.87,19,33.7,42.3,5.1,26.8,12.3,67,5.5,73,63.9,60.9,18.5,10,88.13661223,1.289709476,0.927039293,2.561964237,57.82097649,6.700733537,"Nevada"
262.1,453.5494221,47180,14,46.5,43,47.5,"Esmeralda County, Nevada",2.35,1.2,62.7,36.1,0,43.2,12.6,46,11.9,56.5,38.8,34.9,37.1,16.5,87.37949167,0,0,7.975460123,40.57971014,4.326923077,"Nevada"
178.7,453.5494221,70535,9.8,43.9,44.9,42.6,"Eureka County, Nevada",2.17,48.1,19.2,32.7,0,35.8,14.2,64,4.7,76.4,63.3,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818,56.06258149,2.412868633,"Nevada"
191.5,453.5494221,67423,10.7,35.3,34.9,35.4,"Humboldt County, Nevada",2.74,31.9,40.2,NA,4.7,37.4,8.8,64.5,7.8,69.4,59.2,53.9,20.6,11.6,87.06275268,0.451163063,0.31640007,4.371008379,51.35794438,5.517423442,"Nevada"
123.8,453.5494221,74347,11,37.2,36.4,37.6,"Lander County, Nevada",2.79,24.3,51.6,NA,3.3,37.5,4.7,59.8,12,69.1,57.3,53.7,24.4,11.3,88.44601413,0.134544231,0.807265388,2.371342079,56.90633869,11.63179916,"Nevada"
127.4,453.5494221,45629,15.1,37.4,37.3,38.1,"Lincoln County, Nevada",2.55,30.1,38.4,30.7,0.8,32.1,15.9,41,11.8,64.1,51.8,48.5,31.5,15.5,90.64304967,2.9264536,0.077011937,0.904890258,59.21402018,4.519774011,"Nevada"
195.7,453.5494221,48576,13.7,43.2,43.1,43.4,"Lyon County, Nevada",2.63,30.2,36.7,NA,0.2,30.2,11.1,48.6,13.6,61.1,44.5,38.6,37.5,19.1,85.73668622,0.936949494,1.306696092,5.42617651,51.96681008,4.62962963,"Nevada"
254.3,453.5494221,40714,19,48.7,48,49.2,"Mineral County, Nevada",0.0225,6.1,42.3,51.6,0,31.2,6.8,48.1,15.4,58.1,39.6,36.4,43.2,21.6,66.68856767,1.314060447,4.095488392,4.358300482,34.42211055,9.518477044,"Nevada"
213.5,453.5494221,42881,16.8,50.8,50.8,50.8,"Nye County, Nevada",0.0242,32.3,41.2,NA,3.3,35.6,9.2,39.7,13.4,53.1,34.6,30.2,48.2,25,85.66334311,2.564222874,1.431085044,5.158944282,52.18339358,6.302577113,"Nevada"
121.8,453.5494221,52001,18.5,41.3,39.5,44.1,"Pershing County, Nevada",2.29,38,28.9,NA,0,35.4,7.5,36.9,9.5,59.9,43.8,38.1,34.7,19.1,86.35822672,4.819994049,0.163641773,2.915798869,51.4162266,14.62113127,"Nevada"
